snapshot_ts,StationCode,StationName,UnitName,LocationDescription,SymptomDescription,DateOutOfServ,EstimatedReturnToService
"2026-05-03T12:20:11Z","E03","U Street/African-Amer Civil War Memorial/Cardozo, 13th and U St Entrance","E03W04","Escalators between mezzanine and platform","Service Call","2026-05-03T06:03:00","2026-05-05T23:59:59"
"2026-05-03T12:20:11Z","E05","Georgia Ave-Petworth","E05X04","Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.","Inspection Repair","2026-04-30T14:26:00","2026-05-07T23:59:59"
"2026-05-03T12:20:11Z","E07","West Hyattsville","E07X02","Escalator between mezzanine and platform to Greenbelt","Major Repair","2026-02-20T13:47:00","2026-06-28T23:59:59"
"2026-05-03T12:20:11Z","E08","Prince George's Plaza","E08X02","Escalator between mezzanine and platform to Branch Ave","Service Call","2026-05-03T06:11:00","2026-05-05T23:59:59"
"2026-05-03T12:20:11Z","F01","Gallery Pl-Chinatown, 7th and H Street/Chinatown Entrance","F01N02","Escalator between street and middle landing","Minor Repair","2026-05-02T09:34:00","2026-05-04T23:59:59"
"2026-05-03T12:20:11Z","F01","Gallery Pl-Chinatown, 7th and H Street/Chinatown Entrance","F01N03","Escalator between street and middle landing","Minor Repair","2026-05-02T17:37:00","2026-05-04T23:59:59"
"2026-05-03T12:20:11Z","G03","Addison Road-Seat Pleasant","G03X02","Escalator between mezzanine and platform","Service Call","2026-05-02T22:18:00","2026-05-04T23:59:59"
"2026-05-03T12:20:11Z","G05","Largo Town Center","G05X02","Escalator between mezzanine and platform","Minor Repair","2026-05-01T13:13:00","2026-05-03T23:59:59"
"2026-05-03T12:20:11Z","G05","Largo Town Center","G05X03","Escalator between mezzanine and platform","Inspection Repair","2026-04-21T11:38:00","2026-05-04T23:59:59"
"2026-05-03T12:20:11Z","K02","Clarendon","K02X03","Escalator between middle landing/tunnel and mezzanine","Minor Repair","2026-05-02T19:07:00","2026-05-04T23:59:59"
"2026-05-03T12:20:11Z","K04","Ballston-MU","K04X05","Escalator between middle landing and mezzanine","Other","2026-04-23T11:38:00","2026-05-04T23:59:59"
"2026-05-03T12:20:11Z","N01","McLean","N01X03","Escalator - between mezzanine to grade/street","Other","2026-04-30T14:57:00","2026-05-02T23:59:59"
"2026-05-03T12:20:11Z","N02","Tysons Corner","N02X06","Escalator - between mezzanine and intermidiat level","Preventive Maintenance Inspection","2026-05-03T06:26:00","2026-05-05T23:59:59"
"2026-05-03T13:32:48Z","A04","Woodley Park-Zoo/Adams Morgan","A04X06","Escalator between middle landing and mezzanine","Other","2026-05-02T16:27:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","A07","Tenleytown-AU","A07X01","Escalator between street and middle landing, east side of Wisconsin Avenue","Minor Repair","2026-05-01T18:21:00","2026-05-03T23:59:59"
"2026-05-03T13:32:48Z","A08","Friendship Heights, Western Avenue Entrance","A08N03","Escalator between middle landing and mezzanine","Minor Repair","2026-05-02T06:17:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","A08","Friendship Heights, Western Avenue Entrance","A08N07","Escalator between mezzanine and platform","Minor Repair","2026-04-30T09:12:00","2026-05-02T23:59:59"
"2026-05-03T13:32:48Z","B06","Fort Totten","E06X06","Escalator between mezzanine and lower platform for Green Line","Inspection Repair","2026-04-24T11:55:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","B11","Glenmont","B11X03","Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride","Safety Inspection","2026-05-01T08:01:00","2026-05-03T23:59:59"
"2026-05-03T13:32:48Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E01","Escalator between street and mezzanine","Service Call","2026-05-03T07:01:00","2026-05-05T23:59:59"
"2026-05-03T13:32:48Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E02","Escalator between street and mezzanine","Minor Repair","2026-05-01T14:44:00","2026-05-03T23:59:59"
"2026-05-03T13:32:48Z","C02","McPherson Square, Vermont Ave./Veterans Administration Entrance","C02W01","Escalator between street and mezzanine","Inspection Repair","2026-04-12T11:56:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","C04","Foggy Bottom-GWU","C04X02","Escalator between street and mezzanine","Modernization","2026-04-20T02:39:00","2026-07-20T23:59:59"
"2026-05-03T13:32:48Z","C05","Rosslyn","C05X02","Escalator between mezzanine and upper platform","Modernization","2025-10-29T04:03:00","2026-05-22T23:59:59"
"2026-05-03T13:32:48Z","C05","Rosslyn","C05X03","Escalator between mezzanine and upper platform","Minor Repair","2026-05-01T15:40:00","2026-05-03T23:59:59"
"2026-05-03T13:32:48Z","C07","Pentagon","C07N11","Escalator between upper and lower platforms","Minor Repair","2026-04-30T09:44:00","2026-05-02T23:59:59"
"2026-05-03T13:32:48Z","C08","Pentagon City","C08X03","Escalator between street and mezzanine on east side of Hayes street, at Pentagon Centre","Service Call","2026-05-03T09:26:00","2026-05-05T23:59:59"
"2026-05-03T13:32:48Z","D02","Smithsonian, The Mall Entrance","D02N05","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","Minor Repair","2026-05-01T06:40:00","2026-05-03T23:59:59"
"2026-05-03T13:32:48Z","D03","L'Enfant Plaza, 7th & D St (USDOT Entrance)","D03E06","Escalator between mezzanine and platform to Blue/Orange Line (escalator closer to station entrance)","Major Repair","2026-04-27T03:44:00","2026-05-01T23:59:59"
"2026-05-03T13:32:48Z","D03","L'Enfant Plaza, 9th & D St  (L'Enfant Plaza Entrance)","D03W01","Escalator between street and mezzanine","Modernization","2026-03-02T01:06:00","2026-07-27T23:59:59"
"2026-05-03T13:32:48Z","D12","Landover","D12X02","Escalator between mezzanine and platform","Major Repair","2026-04-29T04:11:00","2026-05-01T23:59:59"
"2026-05-03T13:32:48Z","E01","Mt Vernon Sq 7th St-Convention Center","E01X03","Escalator between street and mezzanine","Service Call","2026-05-03T06:29:00","2026-05-05T23:59:59"
"2026-05-03T13:32:48Z","E02","Shaw-Howard U, 7th and S St. N.W. Entrance","E02N03","Escalator between mezzanine and platform","Major Repair","2026-04-28T15:16:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","E03","U Street/African-Amer Civil War Memorial/Cardozo, 13th and U St Entrance","E03W04","Escalators between mezzanine and platform","Service Call","2026-05-03T06:03:00","2026-05-05T23:59:59"
"2026-05-03T13:32:48Z","E05","Georgia Ave-Petworth","E05X04","Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.","Inspection Repair","2026-04-30T14:26:00","2026-05-07T23:59:59"
"2026-05-03T13:32:48Z","E07","West Hyattsville","E07X02","Escalator between mezzanine and platform to Greenbelt","Major Repair","2026-02-20T13:47:00","2026-06-28T23:59:59"
"2026-05-03T13:32:48Z","E08","Prince George's Plaza","E08X02","Escalator between mezzanine and platform to Branch Ave","Service Call","2026-05-03T06:11:00","2026-05-05T23:59:59"
"2026-05-03T13:32:48Z","F01","Gallery Pl-Chinatown, 7th and H Street/Chinatown Entrance","F01N02","Escalator between street and middle landing","Minor Repair","2026-05-02T09:34:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","F01","Gallery Pl-Chinatown, 7th and H Street/Chinatown Entrance","F01N03","Escalator between street and middle landing","Minor Repair","2026-05-02T17:37:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","F01","Gallery Pl-Chinatown, 7th and H Street/Chinatown Entrance","F01N09","Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line","Other","2026-05-03T08:39:00","2026-05-05T23:59:59"
"2026-05-03T13:32:48Z","F06","Anacostia, Kiss & Ride Entrance","F06N01","Escalator between mezzanine and platform","Preventive Maintenance Inspection","2026-05-03T09:06:00","2026-05-05T23:59:59"
"2026-05-03T13:32:48Z","G03","Addison Road-Seat Pleasant","G03X02","Escalator between mezzanine and platform","Service Call","2026-05-02T22:18:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","G05","Largo Town Center","G05X02","Escalator between mezzanine and platform","Minor Repair","2026-05-01T13:13:00","2026-05-03T23:59:59"
"2026-05-03T13:32:48Z","G05","Largo Town Center","G05X03","Escalator between mezzanine and platform","Inspection Repair","2026-04-21T11:38:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","K04","Ballston-MU","K04X05","Escalator between middle landing and mezzanine","Other","2026-04-23T11:38:00","2026-05-04T23:59:59"
"2026-05-03T13:32:48Z","N01","McLean","N01X03","Escalator - between mezzanine to grade/street","Other","2026-04-30T14:57:00","2026-05-02T23:59:59"
"2026-05-03T13:32:48Z","N02","Tysons Corner","N02X06","Escalator - between mezzanine and intermidiat level","Preventive Maintenance Inspection","2026-05-03T06:26:00","2026-05-05T23:59:59"
"2026-05-03T14:21:23Z","A04","Woodley Park-Zoo/Adams Morgan","A04X06","Escalator between middle landing and mezzanine","Other","2026-05-02T16:27:00","2026-05-04T23:59:59"
"2026-05-03T14:21:23Z","A07","Tenleytown-AU","A07X01","Escalator between street and middle landing, east side of Wisconsin Avenue","Minor Repair","2026-05-01T18:21:00","2026-05-03T23:59:59"
"2026-05-03T14:21:23Z","A08","Friendship Heights, Western Avenue Entrance","A08N03","Escalator between middle landing and mezzanine","Minor Repair","2026-05-02T06:17:00","2026-05-04T23:59:59"
"2026-05-03T14:21:23Z","A08","Friendship Heights, Western Avenue Entrance","A08N07","Escalator between mezzanine and platform","Minor Repair","2026-04-30T09:12:00","2026-05-02T23:59:59"
"2026-05-03T14:21:23Z","B06","Fort Totten","E06X06","Escalator between mezzanine and lower platform for Green Line","Inspection Repair","2026-04-24T11:55:00","2026-05-04T23:59:59"
"2026-05-03T14:21:23Z","B11","Glenmont","B11X03","Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride","Safety Inspection","2026-05-01T08:01:00","2026-05-03T23:59:59"
"2026-05-03T14:21:23Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E01","Escalator between street and mezzanine","Service Call","2026-05-03T07:01:00","2026-05-05T23:59:59"
"2026-05-03T14:21:23Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E02","Escalator between street and mezzanine","Minor Repair","2026-05-01T14:44:00","2026-05-03T23:59:59"
"2026-05-03T14:21:23Z","C02","McPherson Square, Vermont Ave./Veterans Administration Entrance","C02W01","Escalator between street and mezzanine","Inspection Repair","2026-04-12T11:56:00","2026-05-04T23:59:59"
"2026-05-03T14:21:23Z","C04","Foggy Bottom-GWU","C04X02","Escalator between street and mezzanine","Modernization","2026-04-20T02:39:00","2026-07-20T23:59:59"
"2026-05-03T14:21:23Z","C05","Rosslyn","C05X02","Escalator between mezzanine and upper platform","Modernization","2025-10-29T04:03:00","2026-05-22T23:59:59"
"2026-05-03T14:21:23Z","C05","Rosslyn","C05X03","Escalator between mezzanine and upper platform","Minor Repair","2026-05-01T15:40:00","2026-05-03T23:59:59"
"2026-05-03T14:21:23Z","C07","Pentagon","C07N11","Escalator between upper and lower platforms","Minor Repair","2026-04-30T09:44:00","2026-05-02T23:59:59"
"2026-05-03T14:21:23Z","C08","Pentagon City","C08X03","Escalator between street and mezzanine on east side of Hayes street, at Pentagon Centre","Service Call","2026-05-03T09:26:00","2026-05-05T23:59:59"
"2026-05-03T14:21:23Z","D02","Smithsonian, The Mall Entrance","D02N05","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","Minor Repair","2026-05-01T06:40:00","2026-05-03T23:59:59"
"2026-05-03T14:21:23Z","D03","L'Enfant Plaza, 7th & D St (USDOT Entrance)","D03E06","Escalator between mezzanine and platform to Blue/Orange Line (escalator closer to station entrance)","Major Repair","2026-04-27T03:44:00","2026-05-01T23:59:59"
"2026-05-03T14:21:23Z","D03","L'Enfant Plaza, 9th & D St  (L'Enfant Plaza Entrance)","D03W01","Escalator between street and mezzanine","Modernization","2026-03-02T01:06:00","2026-07-27T23:59:59"
"2026-05-03T14:21:23Z","D12","Landover","D12X02","Escalator between mezzanine and platform","Major Repair","2026-04-29T04:11:00","2026-05-01T23:59:59"
"2026-05-03T14:21:23Z","E01","Mt Vernon Sq 7th St-Convention Center","E01X03","Escalator between street and mezzanine","Service Call","2026-05-03T06:29:00","2026-05-05T23:59:59"
"2026-05-03T14:21:23Z","E02","Shaw-Howard U, 7th and S St. N.W. Entrance","E02N03","Escalator between mezzanine and platform","Major Repair","2026-04-28T15:16:00","2026-05-04T23:59:59"
"2026-05-03T14:21:23Z","E03","U Street/African-Amer Civil War Memorial/Cardozo, 13th and U St Entrance","E03W04","Escalators between mezzanine and platform","Service Call","2026-05-03T06:03:00","2026-05-05T23:59:59"
"2026-05-03T14:21:23Z","E05","Georgia Ave-Petworth","E05X04","Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.","Inspection Repair","2026-04-30T14:26:00","2026-05-07T23:59:59"
"2026-05-03T14:21:23Z","E07","West Hyattsville","E07X02","Escalator between mezzanine and platform to Greenbelt","Major Repair","2026-02-20T13:47:00","2026-06-28T23:59:59"
"2026-05-03T14:21:23Z","E08","Prince George's Plaza","E08X02","Escalator between mezzanine and platform to Branch Ave","Service Call","2026-05-03T06:11:00","2026-05-05T23:59:59"
"2026-05-03T14:21:23Z","F01","Gallery Pl-Chinatown, 7th and H Street/Chinatown Entrance","F01N02","Escalator between street and middle landing","Major Repair","2026-05-02T09:34:00","2026-05-04T23:59:59"
"2026-05-03T14:21:23Z","F06","Anacostia, Kiss & Ride Entrance","F06N01","Escalator between mezzanine and platform","Preventive Maintenance Inspection","2026-05-03T09:06:00","2026-05-05T23:59:59"
"2026-05-03T14:21:23Z","G05","Largo Town Center","G05X02","Escalator between mezzanine and platform","Minor Repair","2026-05-01T13:13:00","2026-05-03T23:59:59"
"2026-05-03T14:21:23Z","G05","Largo Town Center","G05X03","Escalator between mezzanine and platform","Inspection Repair","2026-04-21T11:38:00","2026-05-04T23:59:59"
"2026-05-03T14:21:23Z","K04","Ballston-MU","K04X05","Escalator between middle landing and mezzanine","Other","2026-04-23T11:38:00","2026-05-04T23:59:59"
"2026-05-03T14:21:23Z","N01","McLean","N01X03","Escalator - between mezzanine to grade/street","Other","2026-04-30T14:57:00","2026-05-02T23:59:59"
"2026-05-03T14:21:23Z","N02","Tysons Corner","N02X06","Escalator - between mezzanine and intermidiat level","Preventive Maintenance Inspection","2026-05-03T06:26:00","2026-05-05T23:59:59"
"2026-05-03T15:17:13Z","A04","Woodley Park-Zoo/Adams Morgan","A04X06","Escalator between middle landing and mezzanine","Other","2026-05-02T16:27:00","2026-05-04T23:59:59"
"2026-05-03T15:17:13Z","A07","Tenleytown-AU","A07X01","Escalator between street and middle landing, east side of Wisconsin Avenue","Minor Repair","2026-05-01T18:21:00","2026-05-03T23:59:59"
"2026-05-03T15:17:13Z","A08","Friendship Heights, Western Avenue Entrance","A08N03","Escalator between middle landing and mezzanine","Minor Repair","2026-05-02T06:17:00","2026-05-04T23:59:59"
"2026-05-03T15:17:13Z","A08","Friendship Heights, Western Avenue Entrance","A08N07","Escalator between mezzanine and platform","Minor Repair","2026-04-30T09:12:00","2026-05-02T23:59:59"
"2026-05-03T15:17:13Z","B06","Fort Totten","E06X06","Escalator between mezzanine and lower platform for Green Line","Inspection Repair","2026-04-24T11:55:00","2026-05-04T23:59:59"
"2026-05-03T15:17:13Z","B11","Glenmont","B11X03","Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride","Safety Inspection","2026-05-01T08:01:00","2026-05-03T23:59:59"
"2026-05-03T15:17:13Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E01","Escalator between street and mezzanine","Service Call","2026-05-03T07:01:00","2026-05-05T23:59:59"
"2026-05-03T15:17:13Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E02","Escalator between street and mezzanine","Minor Repair","2026-05-01T14:44:00","2026-05-03T23:59:59"
"2026-05-03T15:17:13Z","C02","McPherson Square, Vermont Ave./Veterans Administration Entrance","C02W01","Escalator between street and mezzanine","Inspection Repair","2026-04-12T11:56:00","2026-05-04T23:59:59"
"2026-05-03T15:17:13Z","C04","Foggy Bottom-GWU","C04X02","Escalator between street and mezzanine","Modernization","2026-04-20T02:39:00","2026-07-20T23:59:59"
"2026-05-03T15:17:13Z","C05","Rosslyn","C05X02","Escalator between mezzanine and upper platform","Modernization","2025-10-29T04:03:00","2026-05-22T23:59:59"
"2026-05-03T15:17:13Z","C05","Rosslyn","C05X03","Escalator between mezzanine and upper platform","Minor Repair","2026-05-01T15:40:00","2026-05-03T23:59:59"
"2026-05-03T15:17:13Z","C07","Pentagon","C07N11","Escalator between upper and lower platforms","Minor Repair","2026-04-30T09:44:00","2026-05-02T23:59:59"
"2026-05-03T15:17:13Z","C08","Pentagon City","C08X03","Escalator between street and mezzanine on east side of Hayes street, at Pentagon Centre","Service Call","2026-05-03T09:26:00","2026-05-05T23:59:59"
"2026-05-03T15:17:13Z","D02","Smithsonian, The Mall Entrance","D02N05","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","Minor Repair","2026-05-01T06:40:00","2026-05-03T23:59:59"
"2026-05-03T15:17:13Z","D03","L'Enfant Plaza, 7th & D St (USDOT Entrance)","D03E06","Escalator between mezzanine and platform to Blue/Orange Line (escalator closer to station entrance)","Major Repair","2026-04-27T03:44:00","2026-05-01T23:59:59"
"2026-05-03T15:17:13Z","D03","L'Enfant Plaza, 9th & D St  (L'Enfant Plaza Entrance)","D03W01","Escalator between street and mezzanine","Modernization","2026-03-02T01:06:00","2026-07-27T23:59:59"
"2026-05-03T15:17:13Z","D12","Landover","D12X02","Escalator between mezzanine and platform","Major Repair","2026-04-29T04:11:00","2026-05-01T23:59:59"
"2026-05-03T15:17:13Z","E02","Shaw-Howard U, 7th and S St. N.W. Entrance","E02N03","Escalator between mezzanine and platform","Major Repair","2026-04-28T15:16:00","2026-05-04T23:59:59"
"2026-05-03T15:17:13Z","E05","Georgia Ave-Petworth","E05X04","Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.","Inspection Repair","2026-04-30T14:26:00","2026-05-07T23:59:59"
"2026-05-03T15:17:13Z","E07","West Hyattsville","E07X02","Escalator between mezzanine and platform to Greenbelt","Major Repair","2026-02-20T13:47:00","2026-06-28T23:59:59"
"2026-05-03T15:17:13Z","F01","Gallery Pl-Chinatown, 7th and H Street/Chinatown Entrance","F01N02","Escalator between street and middle landing","Major Repair","2026-05-02T09:34:00","2026-05-04T23:59:59"
"2026-05-03T15:17:13Z","F06","Anacostia, Kiss & Ride Entrance","F06N01","Escalator between mezzanine and platform","Preventive Maintenance Inspection","2026-05-03T09:06:00","2026-05-05T23:59:59"
"2026-05-03T15:17:13Z","G05","Largo Town Center","G05X02","Escalator between mezzanine and platform","Minor Repair","2026-05-01T13:13:00","2026-05-03T23:59:59"
"2026-05-03T15:17:13Z","G05","Largo Town Center","G05X03","Escalator between mezzanine and platform","Inspection Repair","2026-04-21T11:38:00","2026-05-04T23:59:59"
"2026-05-03T15:17:13Z","K04","Ballston-MU","K04X05","Escalator between middle landing and mezzanine","Other","2026-04-23T11:38:00","2026-05-04T23:59:59"
"2026-05-03T15:17:13Z","N01","McLean","N01X03","Escalator - between mezzanine to grade/street","Other","2026-04-30T14:57:00","2026-05-02T23:59:59"
"2026-05-03T15:17:13Z","N02","Tysons Corner","N02X06","Escalator - between mezzanine and intermidiat level","Preventive Maintenance Inspection","2026-05-03T06:26:00","2026-05-05T23:59:59"
"2026-05-03T16:17:48Z","A04","Woodley Park-Zoo/Adams Morgan","A04X06","Escalator between middle landing and mezzanine","Other","2026-05-02T16:27:00","2026-05-04T23:59:59"
"2026-05-03T16:17:48Z","A07","Tenleytown-AU","A07X01","Escalator between street and middle landing, east side of Wisconsin Avenue","Minor Repair","2026-05-01T18:21:00","2026-05-03T23:59:59"
"2026-05-03T16:17:48Z","A08","Friendship Heights, Western Avenue Entrance","A08N03","Escalator between middle landing and mezzanine","Minor Repair","2026-05-02T06:17:00","2026-05-04T23:59:59"
"2026-05-03T16:17:48Z","A08","Friendship Heights, Western Avenue Entrance","A08N07","Escalator between mezzanine and platform","Minor Repair","2026-04-30T09:12:00","2026-05-02T23:59:59"
"2026-05-03T16:17:48Z","B06","Fort Totten","E06X06","Escalator between mezzanine and lower platform for Green Line","Inspection Repair","2026-04-24T11:55:00","2026-05-04T23:59:59"
"2026-05-03T16:17:48Z","B07","Takoma","B07X01","Escalator between mezzanine and platform","Service Call","2026-05-03T11:18:00","2026-05-05T23:59:59"
"2026-05-03T16:17:48Z","B11","Glenmont","B11X03","Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride","Safety Inspection","2026-05-01T08:01:00","2026-05-03T23:59:59"
"2026-05-03T16:17:48Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E01","Escalator between street and mezzanine","Service Call","2026-05-03T07:01:00","2026-05-05T23:59:59"
"2026-05-03T16:17:48Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E02","Escalator between street and mezzanine","Minor Repair","2026-05-01T14:44:00","2026-05-03T23:59:59"
"2026-05-03T16:17:48Z","C02","McPherson Square, Vermont Ave./Veterans Administration Entrance","C02W01","Escalator between street and mezzanine","Inspection Repair","2026-04-12T11:56:00","2026-05-04T23:59:59"
"2026-05-03T16:17:48Z","C04","Foggy Bottom-GWU","C04X02","Escalator between street and mezzanine","Modernization","2026-04-20T02:39:00","2026-07-20T23:59:59"
"2026-05-03T16:17:48Z","C05","Rosslyn","C05X02","Escalator between mezzanine and upper platform","Modernization","2025-10-29T04:03:00","2026-05-22T23:59:59"
"2026-05-03T16:17:48Z","C05","Rosslyn","C05X03","Escalator between mezzanine and upper platform","Minor Repair","2026-05-01T15:40:00","2026-05-03T23:59:59"
"2026-05-03T16:17:48Z","C07","Pentagon","C07N11","Escalator between upper and lower platforms","Minor Repair","2026-04-30T09:44:00","2026-05-02T23:59:59"
"2026-05-03T16:17:48Z","D02","Smithsonian, The Mall Entrance","D02N04","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","Walker","2026-05-03T11:45:00","2026-05-05T23:59:59"
"2026-05-03T16:17:48Z","D02","Smithsonian, The Mall Entrance","D02N05","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","Minor Repair","2026-05-01T06:40:00","2026-05-03T23:59:59"
"2026-05-03T16:17:48Z","D03","L'Enfant Plaza, 7th & D St (USDOT Entrance)","D03E06","Escalator between mezzanine and platform to Blue/Orange Line (escalator closer to station entrance)","Major Repair","2026-04-27T03:44:00","2026-05-01T23:59:59"
"2026-05-03T16:17:48Z","D03","L'Enfant Plaza, 9th & D St  (L'Enfant Plaza Entrance)","D03W01","Escalator between street and mezzanine","Modernization","2026-03-02T01:06:00","2026-07-27T23:59:59"
"2026-05-03T16:17:48Z","D12","Landover","D12X02","Escalator between mezzanine and platform","Major Repair","2026-04-29T04:11:00","2026-05-01T23:59:59"
"2026-05-03T16:17:48Z","E02","Shaw-Howard U, 7th and S St. N.W. Entrance","E02N03","Escalator between mezzanine and platform","Major Repair","2026-04-28T15:16:00","2026-05-04T23:59:59"
"2026-05-03T16:17:48Z","E05","Georgia Ave-Petworth","E05X04","Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.","Inspection Repair","2026-04-30T14:26:00","2026-05-07T23:59:59"
"2026-05-03T16:17:48Z","E07","West Hyattsville","E07X02","Escalator between mezzanine and platform to Greenbelt","Major Repair","2026-02-20T13:47:00","2026-06-28T23:59:59"
"2026-05-03T16:17:48Z","F01","Gallery Pl-Chinatown, 7th and H Street/Chinatown Entrance","F01N02","Escalator between street and middle landing","Major Repair","2026-05-02T09:34:00","2026-05-04T23:59:59"
"2026-05-03T16:17:48Z","F02","Archives-Navy Memorial-Penn Quarter","F02X05","Escalator between mezzanine and platform","Other","2026-05-03T11:24:00","2026-05-05T23:59:59"
"2026-05-03T16:17:48Z","G05","Largo Town Center","G05X02","Escalator between mezzanine and platform","Minor Repair","2026-05-01T13:13:00","2026-05-03T23:59:59"
"2026-05-03T16:17:48Z","G05","Largo Town Center","G05X03","Escalator between mezzanine and platform","Inspection Repair","2026-04-21T11:38:00","2026-05-04T23:59:59"
"2026-05-03T16:17:48Z","K04","Ballston-MU","K04X05","Escalator between middle landing and mezzanine","Other","2026-04-23T11:38:00","2026-05-04T23:59:59"
"2026-05-03T16:17:48Z","N01","McLean","N01X03","Escalator - between mezzanine to grade/street","Other","2026-04-30T14:57:00","2026-05-02T23:59:59"
"2026-05-03T16:17:48Z","N02","Tysons Corner","N02X06","Escalator - between mezzanine and intermidiat level","Preventive Maintenance Inspection","2026-05-03T06:26:00","2026-05-05T23:59:59"
"2026-05-03T17:19:00Z","A04","Woodley Park-Zoo/Adams Morgan","A04X06","Escalator between middle landing and mezzanine","Other","2026-05-02T16:27:00","2026-05-04T23:59:59"
"2026-05-03T17:19:00Z","A05","Cleveland Park","A05X04","Escalator between mezzanine and middle landing","Other","2026-05-03T13:09:00","2026-05-05T23:59:59"
"2026-05-03T17:19:00Z","A07","Tenleytown-AU","A07X01","Escalator between street and middle landing, east side of Wisconsin Avenue","Minor Repair","2026-05-01T18:21:00","2026-05-03T23:59:59"
"2026-05-03T17:19:00Z","A08","Friendship Heights, Western Avenue Entrance","A08N03","Escalator between middle landing and mezzanine","Minor Repair","2026-05-02T06:17:00","2026-05-04T23:59:59"
"2026-05-03T17:19:00Z","A08","Friendship Heights, Western Avenue Entrance","A08N07","Escalator between mezzanine and platform","Minor Repair","2026-04-30T09:12:00","2026-05-02T23:59:59"
"2026-05-03T17:19:00Z","B06","Fort Totten","E06X06","Escalator between mezzanine and lower platform for Green Line","Inspection Repair","2026-04-24T11:55:00","2026-05-04T23:59:59"
"2026-05-03T17:19:00Z","B11","Glenmont","B11X03","Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride","Safety Inspection","2026-05-01T08:01:00","2026-05-03T23:59:59"
"2026-05-03T17:19:00Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E01","Escalator between street and mezzanine","Service Call","2026-05-03T07:01:00","2026-05-05T23:59:59"
"2026-05-03T17:19:00Z","C02","McPherson Square, Franklin Square/14th St. Entrance","C02E02","Escalator between street and mezzanine","Minor Repair","2026-05-01T14:44:00","2026-05-03T23:59:59"
"2026-05-03T17:19:00Z","C02","McPherson Square, Vermont Ave./Veterans Administration Entrance","C02W01","Escalator between street and mezzanine","Inspection Repair","2026-04-12T11:56:00","2026-05-04T23:59:59"
"2026-05-03T17:19:00Z","C04","Foggy Bottom-GWU","C04X02","Escalator between street and mezzanine","Modernization","2026-04-20T02:39:00","2026-07-20T23:59:59"
"2026-05-03T17:19:00Z","C05","Rosslyn","C05X02","Escalator between mezzanine and upper platform","Modernization","2025-10-29T04:03:00","2026-05-22T23:59:59"
"2026-05-03T17:19:00Z","C05","Rosslyn","C05X03","Escalator between mezzanine and upper platform","Minor Repair","2026-05-01T15:40:00","2026-05-03T23:59:59"
"2026-05-03T17:19:00Z","C07","Pentagon","C07N11","Escalator between upper and lower platforms","Minor Repair","2026-04-30T09:44:00","2026-05-02T23:59:59"
"2026-05-03T17:19:00Z","D02","Smithsonian, The Mall Entrance","D02N04","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","Walker","2026-05-03T11:45:00","2026-05-05T23:59:59"
"2026-05-03T17:19:00Z","D02","Smithsonian, The Mall Entrance","D02N05","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","Minor Repair","2026-05-01T06:40:00","2026-05-03T23:59:59"
"2026-05-03T17:19:00Z","D03","L'Enfant Plaza, 7th & D St (USDOT Entrance)","D03E06","Escalator between mezzanine and platform to Blue/Orange Line (escalator closer to station entrance)","Major Repair","2026-04-27T03:44:00","2026-05-01T23:59:59"
